0,246.6,-162.03,-84.566
0.00052083,250.55,-121.66,-128.89
0.0010417,244.87,-76.557,-168.32
0.0015625,229.79,-28.538,-201.25
0.0020833,205.88,20.573,-226.45
0.0026042,174.05,68.884,-242.94
0.003125,135.54,114.54,-250.08
0.0036458,91.825,155.79,-247.61
0.0041667,44.58,191.04,-235.62
0.0046875,-4.3767,218.94,-214.56
0.0052083,-53.164,238.42,-185.25
0.0057292,-99.906,248.72,-148.82
0.00625,-142.81,249.46,-106.66
0.0067708,-180.22,240.61,-60.391
0.0072917,-210.7,222.5,-11.798
0.0078125,-233.09,195.83,37.256
0.0083333,-246.52,161.63,84.885
0.0088542,-250.47,121.21,129.26
0.009375,-244.79,76.121,168.67
0.0098958,-229.71,28.099,201.61
0.010417,-205.79,-21.011,226.81
0.010937,-173.97,-69.322,243.29
0.011458,-135.46,-114.98,250.44
0.011979,-91.743,-156.22,247.97
0.0125,-44.498,-191.47,235.97
0.013021,4.4592,-219.37,214.92
0.013542,53.246,-238.85,185.61
0.014063,99.988,-249.16,149.17
0.014583,142.89,-249.9,107.01
0.015104,180.3,-241.05,60.746
0.015625,210.79,-222.94,12.152
0.016146,233.17,-196.27,-36.902
0.016667,246.6,-162.07,-84.53
0.017188,250.55,-121.65,-128.9
0.017708,244.87,-76.557,-168.32
0.018229,229.79,-28.535,-201.26
0.01875,205.88,20.575,-226.45
0.019271,174.05,68.887,-242.94
0.019792,135.54,114.54,-250.09
0.020313,91.825,155.79,-247.61
0.020833,44.58,191.04,-235.62
0.021354,-4.3772,218.94,-214.56
0.021875,-53.164,238.42,-185.25
0.022396,-99.906,248.73,-148.82
0.022917,-142.81,249.47,-106.66
0.023438,-180.22,240.61,-60.393
0.023958,-210.7,222.5,-11.8
0.024479,-233.09,195.84,37.254
0.025,-246.52,161.63,84.883
0.025521,-250.47,121.21,129.26
0.026042,-244.79,76.124,168.67
0.026562,-229.71,28.102,201.61
0.027083,-205.8,-21.009,226.8
0.027604,-173.97,-69.32,243.29
0.028125,-135.46,-114.98,250.44
0.028646,-91.743,-156.22,247.96
0.029167,-44.498,-191.47,235.97
0.029687,4.4587,-219.37,214.91
0.030208,53.246,-238.85,185.6
0.030729,99.988,-249.16,149.17
0.03125,142.89,-249.9,107.01
0.031771,180.3,-241.04,60.744
0.032292,210.79,-222.94,12.15
0.032813,233.17,-196.27,-36.904
0.033333,246.6,-162.07,-84.532
0.033854,250.55,-121.64,-128.91
0.034375,244.87,-76.555,-168.32
